"cue","feature"
"girls","periods"
"girls","pregnancy"
"girls","masturbation"
"girls","porn"
"girls","smell good"
"girls","moody"
"girls","hairspray"
"girls","makeup"
"girls","vaginas"
"girls","breasts"
"girls","fashion"
"girls","hourglass body"
"girls","confusing"
"girls","like than males"
"girls","animals"
"girls","beautiful"
"girls","significantly different mental and social processing"
"girls","fun"
"girls","long crazy"
"girls","impatient haired"
"girls","opposite sex of boy"
"girls","timid"
"girls","shy"
"girls","cute"
"girls","sex"
"girls","hair"
"girls","eyes"
"girls","shopping"
"girls","clothes"
"girls","emotional"
"girls","smart"
"girls","boys"
"girls","females"
"girls","males"
"girls","ladies"
"girls","women"
"girls","long hair"
"girls","cosmetics"
"girls","drama"
"girls","stubborn"
"girls","pretty"
"girls","smart"
"girls","shy"
"girls","wife"
"girls","female"
"girls","woman"
"girls","dress"
"girls","make up"
"girls","long hair"
"girls","short"
"girls","whiny"
"girls","emotional"
"girls","physically weak"
"girls","breasts"
"girls","not boys"
"girls","have babies cute girls"
"girls","grow up to become women and"
"girls","boobs"
"girls","vagina"
"girls","long hair"
"girls","sweet"
"girls","petite"
"girls","young"
"girls","old"
"girls","pretty crazy fun unpredictable"
"girls","young ladies"
"girls","long hair"
"girls","short"
"girls","pretty"
"girls","kind"
"girls","loving"
"girls","nurture"
"girls","long hair"
"girls","bows"
"girls","jewelry"
"girls","fingernail polish"
"girls","skirts"
"girls","sandals"
"girls","bey once"
"girls","Alicia keys"
"girls","rakish"
"girls","models"
"girls","dancing"
"girls","clubs"
"girls","class"
"girls","young women"
"girls","everything nice"
"girls","innocent giggle"
"girls","children"
"girls","wears dresses"
"girls","wears pigtails"
"girls","sugar"
"girls","spice"
"girls","daughter"
"girls","sister"
"girls","cheerleaders"
"girls","talkative"
"girls","gossip"
"girls","girlfriends"
"girls","group"
"girls","pretty"
"girls","ugly"
"girls","blonde"
"girls","brunette"
"girls","in twos"
"girls","enjoys socializing redhead"
"girls","emotional"
"girls","enjoys to accessorize"
"girls","goes to bathroom"
"girls","dolls"
"girls","playhouse"
"girls","dresses"
"girls","ponytails"
"girls","pretty"
"girls","beauty"
"girls","love female"
"girls","child birth"
"girls","periods"
"girls","happy"
"girls","confused"
"girls","pink"
"girls","hearts"
"girls","human being"
"girls","females"
"girls","mammals"
"girls","pretty"
"girls","long hair"
"girls","petite"
"girls","blonde"
"girls","make-up"
"girls","dresses"
"girls","heels"
"girls","shop"
"girls","dramatic"
"girls","emotional"
"girls","different body features"
"girls","intimidating"
"girls","high heels"
"girls","drama"
"girls","come in packs"
"girls","sweet"
"girls","innocent"
"girls","pretty"
"girls","great heart"
"girls","prissy"
"girls","gossip"
"girls","pink"
"girls","lady"
"girls","woman"
"girls","menstrual"
"girls","breasts"
"girls","high maintenance"
"girls","talkative"
"girls","smart"
"girls","responsible"
"girls","fun"
"garden","a place grow fruits"
"garden","colorful"
"garden","bloom in spring"
"garden","hard work with flowers"
"garden","used to grow vegetables"
"garden","used to"
"garden","plants backyard"
"garden","trowel tools gardening hose"
"garden","has flowers"
"garden","vegetables needs to be tended to"
"garden","has dirt"
"garden","has"
"garden","contains vegetables rows or flowers"
"garden","growing things"
"garden","usually in neat orderly"
"garden","green"
"garden","big"
"garden","grass flowers shrubs annuals"
"garden","grows a is made of soil crop"
"garden","is a noun"
"garden","can be a verb"
"garden","flowers"
"garden","soil"
"garden","dirt"
"garden","water"
"garden","the sun"
"garden","flowers"
"garden","soil"
"garden","plants"
"garden","soil"
"garden","place to flowers are grown here grow produce"
"garden","soil and plants"
"garden","vegetables"
"garden","fruits"
"garden","and"
"garden","place where inside a greenhouse"
"garden","things are grown"
"garden","usually flowers or vegetables"
"garden","outside"
"garden","is a is home to vegetables"
"garden","is home to bees"
"garden","bunnies and place butterflies"
"garden","may be Japanese of peace"
"garden","is a planting of flowers"
"garden","flowers"
"garden","plants"
"garden","veggies"
"garden","tend"
"garden","trees"
"garden","rabbits"
"garden","area for the economy"
"garden","healthy flowers"
"garden","fruits"
"garden","vegetables"
"garden","has pesticides sometimes"
"garden","can help"
"garden","flower gardens"
"garden","grown"
"garden","can be enormous and famous"
"garden","bush gardens vegetable gardens"
"garden","where plants of some kind are"
"garden","flowers and grass"
"garden","flowers soil water seeds"
"garden","flowers"
"garden","vegetables"
"garden","plants grow"
"garden","decorates houses"
"garden","provides food"
"garden","flowers"
"garden","bees"
"garden","parties"
"garden","pollination"
"garden","colorful"
"garden","place for enjoying day"
"garden","springtime"
"garden","tea"
"garden","flowers"
"garden","spices"
"garden","fruits"
"garden","vegetables"
"garden","food"
"garden","greenery"
"garden","flowers"
"garden","fragrance"
"garden","bugs"
"garden","bees"
"garden","vegetables"
"garden","flowers"
"garden","soil"
"garden","of plants"
"garden","seeds"
"garden","water"
"garden","sunlight fruits"
"garden","very bright colors"
"garden","bugs"
"garden","snakes"
"garden","animals"
"garden","rows"
"garden","flowers"
"garden","color spectrum"
"garden","happiness"
"garden","soil"
"garden","petals"
"garden","trees"
"garden","homeostasis"
"garden","circular"
"garden","flowers"
"garden","soil"
"garden","colorful"
"garden","relaxing"
"garden","flowers"
"garden","vegetables"
"garden","food"
"garden","plowing"
"garden","planting"
"garden","picking fruit or food"
"garden","food flowers plants"
"garden","plants flowers"
"garden","green"
"garden","healthy"
"garden","vegetables"
"garden","flowers"
"garden","soil"
"garden","plants"
"garden","water"
"garden","plants"
"garden","veggies"
"garden","fruits"
"garden","crops"
"garden","fun"
"garden","hard work"
"garden","plants"
"garden","green"
"garden","smells nice"
"garden","good weather"
"garden","summer"
"garden","tomato"
"garden","beautiful flowers vegetables corn squash greens"
"garden","an area of plants"
"garden","flowers"
"garden","vegetables"
"garden","beautiful"
"garden","springtime"
"garden","flowers"
"garden","garden"
"garden","weeds"
"garden","bugs"
"garden","flowers"
"garden","vegetables"
"garden","fruit"
"garden","hard work"
"garden","tools"
"garden","home"
"garden","flowers"
"garden","butterflies"
"garden","gloves"
"garden","tools"
"garden","pretty"
"garden","flowers"
"garden","rain big"
"garden","great depression"
"garden","plants"
"garden","vegetables"
"garden","sprinkler"
"garden","water"
"garden","sun"
"garden","pretty"
"garden","flowers"
"garden","sprinkler"
"garden","water"
"garden","sun"
"garden","rain big"
"garden","green"
"garden","leaves"
"garden","sunflowers"
"garden","daisy"
"garden","fence"
"garden","vegetables"
"garden","fun"
"garden","place where vegetables and fruits are planted and grow"
"garden","flowers"
"garden","beautiful"
"garden","flowers"
"garden","crops"
"garden","colors"
"garden","allergies"
"garden","water hose"
"garden","oasis"
"garden","patch"
"garden","patio"
"garden","plot"
"garden","terrace"
"garden","flowers"
"garden","plants"
"garden","weeds"
"garden","insects"
"garden","allergies"
"garden","flowers"
"garden","soil"
"garden","life"
"garden","god"
"garden","spring"
"garden","flowers"
"garden","dirt"
"garden","trees"
"garden","home for vegetables and plants"
"garden","green"
"garden","bugs"
"garden","flowers blooming"
"garden","flowers"
"garden","pretty"
"garden","colorful"
"garden","happy"
"garden","flowers"
"garden","vegetables"
"garden","water"
"garden","near a house"
"garden","nursery"
"garden","dirt"
"garden","ground"
"garden","flowers"
"garden","vegetables"
"garden","fruits"
"garden","organization"
"garden","produce"
"garden","life"
"garden","green"
"garden","vegetables"
"garden","lots of work"
"garden","a place are usually grown there usually outside"
"garden","contains dirt"
"garden","plants"
"garden","flowers"
"garden","or vegetables"
"garden","flowers"
"garden","vegetables"
"garden","snakes"
"garden","dirty"
"garden","work"
"garden","different flowers"
"garden","vegetables"
"garden","dirt"
"garden","bugs"
"garden","sunshine"
"garden","rain"
"garden","working"
"garden","dirty"
"garden","shovel"
"garden","pretty"
"garden","flowers"
"garden","beautiful vegetables"
"garden","backyard"
"garden","the secret garden"
"garden","birds"
"garden","sunflowers"
"garden","tulips"
"garden","pretty"
"garden","flowers"
"garden","bright"
"garden","cheerful"
"garden","flowers"
"garden","smell"
"garden","bugs"
"garden","life"
"garden","flower beds"
"garden","fragrant"
"garden","beautiful"
"garden","attracts butterflies and bees bushes"
"garden","trees"
"garden","plants"
"garden","pride of many a housewife"
"garden","has flowers or vegetables"
"garden","tended to regularly"
"garden","flowers"
"garden","secret"
"garden","colored flowers"
"garden","treasure"
"garden","lover"
"garden","flies"
"garden","bees"
"garden","blossoms"
"garden","flowers of call colors"
"garden","bright green grass"
"garden","smells of flowers"
"garden","green"
"garden","vegetables"
"garden","secret"
"garden","dirt"
"garden","plants"
"garden","outdoors"
"garden","has plants in them"
"garden","pretty"
"garden","flowers"
"garden","vegetables"
"garden","dirt"
"garden","fertilizer"
"garden","a garden purpose of planting a certain type of plant"
"garden","flowers or is vegetables may be grown in a garden"
"garden","many Asian cultures a think that a pile of rocks is a garden"
"garden","they plot are wrong"
"garden","of land dedicated to the"
"garden","soil"
"garden","plants"
"garden","home"
"garden","flowers"
"garden","mulch"
"garden","vegetables"
"garden","flowers"
"garden","tulips"
"garden","soothing"
"garden","vegetables to supply food"
"garden","not as vital as they green used to be grass"
"garden","many different colors"
"garden","very pretty and"
"garden","plants"
"garden","flowers"
"garden","hoes"
"garden","needs watering and care"
"garden","vegetables"
"garden","fruits"
"garden","green"
"garden","needs tools like rakes and"
"garden","flowers"
"garden","vegetables"
"garden","bugs"
"garden","sun"
"garden","water"
"garden","flowers"
"garden","hose"
"garden","mulch"
"garden","garden tools"
"garden","rakes"
"garden","dirt"
"garden","shrubs"
"garden","seeds"
"garden","flowers"
"garden","azalea gardens nursing home"
"garden","colorful"
"garden","fruit and veggies"
"garden","green"
"garden","healthy"
"garden","patch of flowers usually located outside one\'s house"
"garden","flowers"
"garden","trees"
"garden","mothers"
"garden","yard"
"garden","home depot"
"garden","colorful"
"garden","blooming"
"garden","Eden"
"garden","apple"
"garden","Madison square"
"garden","i want older with palm trees and everything"
"garden","id love that"
"garden","to have a judge kick ass garden when mi"
"garden","beautiful flowers"
"garden","gate"
"garden","trees"
"garden","grass"
"garden","stones"
"garden","walkway"
"garden","bees"
"garden","birds"
"garden","bushes"
"garden","roses"
"garden","bird bath"
"garden","grandmother"
"garden","little"
"garden","food plot"
"garden","vegetables"
"garden","grass"
"garden","green house"
"garden","food"
"garden","flowers"
"garden","tools"
"garden","flowers"
"garden","vegetables"
"garden","soil"
"garden","dirt"
"garden","fruit"
"garden","vegetables"
"garden","farmer"
"garden","flowers"
"garden","dirt"
"garden","flowers"
"garden","plants"
"garden","water"
"garden","gloves"
"garden","tools"
"garden","food"
"garden","flowers"
"garden","water fountain"
"garden","green"
"garden","spring"
"garden","colorful"
"garden","flowers"
"garden","vegetables"
"garden","fruit"
"garden","plowing"
"garden","soil"
"garden","fertilizer"
"garden","tomatoes"
"garden","cucumbers"
"garden","flowers"
"garden","bushes"
"garden","trees"
"garden","beautiful arrangement of plants"
"garden","flowers"
"garden","grow"
"garden","to grow large"
"garden","sometimes a hobby"
"garden","food"
"garden","pretty flowers"
"garden","must be tended"
"garden","small or"
"garden","flowers"
"garden","plants"
"garden","vegetables"
"garden","fruit"
"garden","garden snakes"
"garden","pictures"
"garden","picking flowers"
"garden","plant things"
"garden","agriculture"
"garden","usually around houses"
"garden","verb and noun"
"garden","green"
"garden","flowers"
"garden","insects"
"garden","vegetables"
"garden","district"
"garden","flower"
"garden","vegetables"
"garden","pretty flowers"
"garden","it well and it will grow"
"garden","so many different colored greenhouse plants you can grow"
"garden","gardens are very pretty if you full keep up with them"
"garden","of pretty gardens"
"garden","keep up with"
"garden","a place to grow flowers and vegetables"
"garden","dirt"
"garden","flowers"
"garden","plants"
"garden","garden hose"
"garden","gardener"
"garden","scarecrow"
"garden","planting"
"garden","flowers"
"garden","planting"
"garden","pikes nursery"
"garden","green"
"garden","dirt"
"garden","garden is the ground"
"garden","gardens are to be kept up by the a people planting the plants and are best in the sun patch depending on the plant"
"garden","of soil whit plants planted into"
"garden","flowers"
"garden","plants"
"garden","fruits"
"garden","tools"
"garden","flowers"
"garden","vegetables"
"garden","home grown"
"garden","flowers"
"garden","women"
"garden","peas"
"garden","tomatoes"
"garden","sprouts"
"garden","beans"
"garden","work all day every day"
"garden","flowers"
"garden","green"
"garden","summer"
"garden","vegetables"
"garden","of Eden"
"garden","plants"
"garden","green purples"
"garden","and greens"
"garden","hard labor"
"garden","water"
"garden","bus hog everywhere"
"garden","fruits"
"garden","vegetables"
"garden","bright colors"
"garden","reds"
"garden","yellows"
"garden","oranges"
"garden","plants green vegetables"
"garden","pretty"
"garden","flowers"
"garden","plants"
"garden","squash"
"garden","tomatoes"
"garden","old people have them"
"garden","a place"
"garden","people grow things in these"
"garden","very green place"
"garden","hose flowers mulch horse manor"
"garden","where plants fruits"
"garden","or vegetables"
"garden","benefits the earth"
"garden","are planted and grow"
"garden","can consist of flowers"
"garden","flowers"
"garden","derby daisy"
"garden","colorful"
"garden","hard to take care of"
"garden","flowers"
"garden","mulch"
"garden","trees front yard"
"garden","back yard"
"garden","rake"
"garden","hoe"
"garden","bushes"
"garden","plants"
"garden","farm"
"garden","flowers"
"garden","snakes"
"garden","tools"
"garden","rabbits"
"garden","flowers"
"garden","gardener"
"garden","planters"
"garden","seeds"
"garden","roots"
"garden","stems"
"garden","soil"
"garden","grass"
"garden","bugs"
"garden","bees"
"garden","plant"
"garden","soil"
"garden","water"
"garden","tools"
"garden","shed"
"garden","eat"
"garden","flowers"
"garden","fruits"
"garden","growth"
"garden","green"
"garden","vegetables"
"garden","fruits"
"garden","agriculture"
"garden","outdoors"
"garden","plants"
"garden","bugs"
"garden","vermin"
"garden","flowers"
"garden","fruit"
"garden","vegetables"
"garden","soil"
"garden","hoe dirt vegetables pretty"
"garden","soil"
"garden","fertilizer"
"garden","flower"
"garden","pretty"
"garden","beautiful flowers"
"garden","fresh"
"garden","alive"
"garden","blooming"
"garden","colorful"
"garden","beautiful"
"garden","secret"
"garden","enclosed"
"garden","rosy"
"garden","picturesque"
"garden","relaxing"
"garden","flowers"
"garden","water"
"garden","dirt"
"garden","profession"
"garden","mulch"
"garden","green"
"garden","plants"
"garden","vegetables"
"garden","flowers"
"garden","flowers"
"garden","trees"
"garden","tomatoes"
"garden","cucumbers"
"garden","parsley"
"garden","mint"
"garden","chives"
"garden","herbs"
"garden","growth"
"garden","nurture"
"garden","sunlight"
"garden","rain"
"garden","back grass"
"garden","yard"
"garden","pansies"
"garden","roses"
"garden","lilies"
"garden","daisies lawn mower"
"garden","prunes"
"garden","clippers"
"garden","gloves"
"garden","pesticides"
"garden","fruit"
"garden","hose"
"garden","flowers"
"garden","water"
"garden","green"
"garden","plants"
"garden","flowers"
"garden","herb"
"garden","sunshine"
"garden","water"
"garden","green"
"garden","flower"
"garden","soil"
"garden","hoe"
"garden","water"
"garden","pretty"
"garden","nature"
"garden","plants"
"garden","fruit"
"garden","vegetables"
"garden","plants"
"garden","dirt"
"garden","water"
"garden","fertilizer"
"garden","vegetables"
"garden","herbs"
"garden","scarecrow"
"garden","flowers"
"garden","pretty"
"garden","flowers"
"garden","bugs"
"garden","dirt"
"garden","vegetable"
"garden","flowers"
"garden","dirt"
"garden","hoe"
"garden","shovel"
"garden","spring"
"garden","daddy"
"garden","farm"
"garden","delicious"
"garden","fresh"
"garden","state"
"garden","flowers"
"garden","plants"
"garden","plants"
"garden","green"
"garden","gloves and hoe"
"garden","prideful"
"garden","decoration"
"garden","physical labor"
"garden","flowers"
"garden","plants"
"garden","animals"
"garden","statues"
"garden","water"
"garden","colorful"
"garden","grows flowers needed"
"garden","patience"
"garden","or vegetables"
"garden","hard work"
"garden","plowing"
"garden","seeds"
"garden","soil is"
"garden","flowers"
"garden","dirt"
"garden","green"
"garden","beauty"
"garden","flowers"
"garden","soil"
"garden","time and patience"
"garden","vegetable"
"garden","ripe"
"garden","green"
"garden","soil"
"garden","work"
"garden","pretty flowers"
"garden","homegrown tomatoes"
"garden","vegetables"
"garden","flowers"
"garden","dirt"
"garden","leaves"
"garden","weeds"
"garden","bugs"
"garden","outside"
"garden","grows vegetables and fruits"
"garden","needs water and sunlight"
"garden","flowers"
"garden","vegetables"
"garden","fruits"
"garden","plants"
"garden","flowers"
"garden","work"
"garden","gloves"
"garden","hoes"
"garden","rakes"
"garden","shovels"
"garden","insects"
"garden","mulch"
"garden","water"
"garden","seeds"
"garden","colors"
"garden","fruits"
"garden","vegetables"
"garden","leaves"
"garden","bush green flower"
"garden","grass"
"garden","plants"
"garden","backyard"
"garden","front yard"
"garden","flowers"
"garden","field"
"garden","greenhouse"
"garden","conservatory"
"garden","green"
"garden","full of relax"
"garden","flowers and green plants"
"garden","what people do to"
"garden","vegetables"
"garden","dirt"
"garden","soil"
"garden","fertilizer"
"garden","sun"
"garden","flowers"
"garden","weeds"
"garden","hummingbirds"
"garden","bees"
"garden","herb"
"garden","green"
"garden","strawberries"
"garden","watermelons dirt"
"garden","gloves"
"garden","mulch"
"garden","ho"
"garden","shovel"
"garden","bucket"
"garden","seeds"
"garden","vegetables"
"garden","plants"
"garden","flowers"
"garden","trees"
"garden","fruits"
"garden","vegetables"
"garden","Julie"
"garden","plants flowers dirt worms rabbits vegetables"
"garden","yard"
"garden","green vegetables"
"garden","carrots"
"garden","flowers"
"garden","grow vegetables"
"garden","weeds grow some fruits"
"garden","has worms"
"garden","dirt"
"garden","grows unwanted"
"garden","soil"
"garden","water"
"garden","air"
"garden","green"
"garden","fresh"
"garden","sunshine"
"garden","colorful"
"garden","vegetables"
"garden","fruits"
"garden","vines"
"garden","green"
"garden","fresh"
"garden","food"
"garden","plant"
"garden","life"
"garden","earth"
"garden","healthy"
"garden","place to watered"
"garden","provides food grow vegetables"
"garden","has dirt"
"garden","flowers"
"garden","needs to be"
"garden","house"
"garden","flower"
"garden","yard"
"garden","vegetables"
"garden","green"
"garden","†grasses"
"garden","green"
"garden","flowers"
"garden","colorful vegetables"
"garden","cooking"
"garden","food"
"garden","fresh"
"garden","cabbage"
"garden","potatoes"
"garden","large"
"garden","small"
"garden","where one grows plants"
"garden","†colorful"
"garden","dirty"
"garden","must water regularly"
"garden","grows vegetables"
"garden","fence"
"garden","has crop labels grows flowers"
"garden","has dirt"
"garden","add fertilizer"
"garden","has a"
"garden","dirt vegetables herbs plants"
"garden","vegetables"
"garden","carrots"
"garden","rabbits"
"garden","bugs"
"garden","celery"
"garden","fertilizer"
"garden","soil"
"garden","air"
"garden","rocks"
"garden","water"
"garden","green"
"garden","is alive"
"garden","has edible parts"
"garden","grows food"
"garden","vegetable"
"garden","fruit"
"garden","flowers"
"garden","outside"
"garden","greenhouse"
"garden","dirt"
"garden","needs water"
"garden","flowers"
"garden","soil"
"garden","beautiful"
"garden","lots of work"
"garden","summertime"
"garden","plants"
"garden","vegetables"
"garden","grows food"
"garden","soil"
"garden","fresh"
"garden","hard work"
"garbage","-something regarded as dis-credible or as completely bogus IE ""those facts are garbage""-a group of items of trash junk etc usually smelly gross etc-used to refer to a trash can-a style of music"
"garbage","-things that are worthless-things that are thrown away because they don't work anymore-""garbage man""- someone who takes care of other peoples garbage-when someone is telling lies"
"garbage","a synonym for waste or trash"
"garbage","something you throw away"
"garbage","another word for trash or waste"
"garbage","things you would throw away when done with"
"garbage","anything that is no longer wanted or needed trash"
"garbage","can smell terrible is made up of stuff that someone doesn't want anymore any amount"
"garbage","consists scraps of waste discarded material things that are considered to have no further use things that are considered to be taking up space and must be removed and things that are generally unwanted"
"garbage","discarded refuse"
"garbage","feels gross is not wanted is negative is waste is disliked smells not pleasant has different smell/appearance based on condense is thought of with bag is the cause for many jobs would not taste good"
"garbage","human waste a band from the 90's trash is collected"
"garbage","is another word for trash is something you want to get rid of is no longer useful has been used pertains to items that probably smell"
"garbage","is dirty is stinky is used things is unwanted is gross is nasty gets taken out"
"garbage","is not fun to take out smells bad contains lots of gross left overs a mixture of others grime a place to put junk"
"garbage","is trash things thrown away"
"garbage","is unwanted material or things that a person has once received is found in dumpsters and/or trashcans is someone ease's treasure is something that has no use anymore"
"garbage","is waste is typically placed in bags and disposed of by waste services aka 'garbage-men'"
"garbage","made up of waste or leftovers takes up space in landfills is disgusting"
"garbage","material/food that has gone bad things that have been thrown away"
"garbage","nasty trash waste things you get rid of once a week gross material or matter that you no longer need goes in a bag or can"
"garbage","not usable for a normal person"
"garbage","objects people deem they no longer have any use for"
"garbage","rubbish filthy rotting dumpster usually found in a landfill"
"garbage","smells awful something that is picked up at the end of your driveway the same day every week dogs or wild animals usually dig through it and make a huge mess"
"garbage","smells bad gross must be taken out in dumpsters trashcans recycling"
"garbage","smells bad has no value pollutes everyone makes it recycling trash there is too much of it put into landfills"
"garbage",""
"garbage","smells bad old things you usually don't want"
"garbage","smells horrible looks bad belongs in a garbage can or trash bags rotting food messy wastefulness"
"garbage","smells is dirty is nasty is gross diving"
"garbage","smells large quantities goes in trash cans and dumpsters waste"
"garbage","smells rotten attracts flies attracts other animals draws bugs can start to decompose"
"garbage","you can throw it out of your house garbage man comes to get it and takes it to the dump"
"garbage","smelly dirty bacteria infested rotting put in a landfill a way of disposing of stuff"
"garbage","smelly disgusting dirty waste littering"
"garbage","smelly trash"
"garbage","smelly unattractive pile dumpster trash bag any type of waste present everywhere anything that is not useful unnecessary material"
"garbage","smelly unwanted bad for the earth dangerous unsanitary wasteful"
"garbage","something thrown away no longer of use no value is placed on it can be another mans treasure waste creates overbearing landfills"
"garbage","something thrown away no longer of value goes in the trash can must be taken out"
"garbage","something unwanted not performed well"
"garbage","something you don't want can be take by waste disposal truck placed in trash cans places in dumpsters can be thrown in rivers or oceans or any body of water really"
"garbage","stinks trash is heavy truck"
"garbage","stuff you do not need anymore junk"
"garbage","taking out the garbage on Monday"
"garbage","things of no importance to someone trash"
"garbage","take out the trash"
"garbage","tends to get smelly if sits too long"
"garbage","trash"
"garbage","something you don't want anymore"
"garbage","things that are unwanted or thrown away because they of no more use can recycle garbage as an environmental generally smells rank and awful sometimes especially if it contains food products that are rotten or dairy products households generally have a trash can or trash bag big black bag garbage truck garbage man feels slimy oily generally gross looks black rotten rank dank used to dispose of materials we no longer want generally goes to waste dump area landfills"
"garbage","things that have been thrown away can smell bad old and rotten useless junk thatch unwanted"
"garbage","things that need to be thrown away something that has no use left for it"
"garbage","throw away things you don't want goes in dumpster smelly dirty"
"garbage","thrown away materials usually smelly empty decomposing put in containers picked up weekly on streets has huge trucks devoted to it gets put in landfills parks are made on top of huge piles of garbage refers to things that are thrown away sometimes people that are thought of as useless"
"garbage","trash"
"garbage","trash can be smelly no use"
"garbage","trash can trash truck nasty filth waste bio hazard"
"garbage","trash discarded materials thrown in a trash can trash truck not wanted anymore trash bags"
"garbage","trash disgust smelly feels gross sometimes one can profit from"
"garbage","trash found in a can found in the streets picked up by grounds keepers dirty nasty gross smells bad"
"garbage","trash junk crap"
"garbage","trash junk thrown away non-recycled"
"garbage","trash landfill recycle reclamation facility one mans trash is another mans treasure"
"garbage","trash recycle"
"garbage","trash recycle maggots flies undesirables hobo dirty unclean nasty"
"garbage","trash something you don't want anymore or can no longer be used you put it in bags or out on a curb and the garbage man takes it to the dump sometimes smells depending on what it is"
"garbage","trash stuff that can be thrown away"
"garbage","trash stuff that has been thrown away usually smelly garbage men in garbage trucks pick this up from your house and take to a landfill"
"garbage","trash takes up room unnecessary chore gets in the way clean up after parties"
"garbage","trash that needs to be disposed"
"garbage","trash throw it out get rid of it old things stuff you no longer want"
"garbage","trash throw out not needed dirty old worthless disgusting"
"garbage","trash throwing out things you don't want the disposal of something unneeded broken items or stale food smelly"
"garbage","trash thrown away something you don't want broken food scraps landfills trash trucks stinky gross"
"garbage","trash typically gross rotten held in cans landfills"
"garbage","trash unfinished unwanted"
"garbage","trash unwanted leftovers something that you do not want to keep and throw away goes in a garbage can taken to land fills could be associated with something dirty or unwanted"
"garbage","trash useless worthless remains"
"garbage","trash wasted bad taste unwanted person waste of life street trash bad movies and or TV"
"garbage","trash"
"garbage","disposal"
"garbage","junk"
"garbage","unneeded things"
"garbage","used things"
"garbage","decomposing"
"garbage","banana peels"
"garbage","used soda cans"
"garbage","to the trash dump"
"garbage","unfinished food spoiled food wrappers trash trash man"
"garbage","unwanted food or other products that people discard however what one person considers as garbage could be treasure to someone else"
"garbage","unwanted items stinky old gross taken out day of pick up compiled in a trash can left in a dump"
"garbage","unwanted/leftover items that people throw away and send off to a dump smells bad nasty/molded unclean/unsanitary"
"garbage","used products no longer in desire is to be thrown away is when a product has lost the use it once had"
"garbage","waste is put in it it usually had a nasty smell there is a company that collects this once a week after a party you usually have a lot of it"
"garbage","waste product where what you no longer want goes goes to a dump smells bad attracts bugs can be food or objects garbage is collected in a landfill"
"garbage","waste trash or something that has been cast out"
"garbage","waste trash the remains that are not useful often has a bad smell put into trash cans or trash bags taken to a dump or landfill"
"garbage","waste what you throw away where you put things that cant be used bagged up"
"game","a form of entertainment addicting large varying subject matter can be played on a board TV between people"
"game","a form of entertainment can be played with others can be played outside or inside"
"game","a form of entertainment through strategic fun"
"game","a thing to play entertains people usually fun"
"game","a thing with rules"
"game","it is something one usually does to have fun"
"game","activity for fun diverse activities contests players someone wins someone loses they have rules"
"game","an activity form of entertainment a way to exercise common objective of winning something done with multiple people or on own a sport a contest between individuals or teams"
"game","are fun to play different ones to play"
"game","basketballsoccerhockey"
"game","board cards physically mentally love sports video dice mind puzzles crosswords kudos word search classroom children winner loser monopoly can be found in toy stores"
"game","board games sports"
"game","can be a competition"
"game","can be used for fun"
"game","can be active"
"game","can be a board"
"game","can be challenging"
"game","can be played with others or individually"
"game","can be a sport or hunted wildlife is fun is nocturnal are played with friends is a business for prostitution is a term of endearment"
"game","can be fun to play can be athletic cards board games time consuming time wasting"
"game","can be lost can be won can tie involves teams sports board games can be instantaneous team building fun hard frustrating enjoyable a learning experience a test of endurance a test of intelligence a competition can be a race can be a virtual game can be deadly can be rewarding is a part of everyday life it can be childish it can be engaging and it also teaches us about life"
"game","competition with one or more players try to achieve a goal"
"game","competition with rules and a common goal"
"game","endless types used in many metaphors children adults video games war games love games the things organisms play"
"game","enjoyment action play fun entertainment with rules"
"game","fun activity played on a remote device sometimes addicting Microsoft and nosy revenue"
"game","fun challenging to the mind exciting recreational"
"game","fun competitive computer sports Wii box a race a fundraiser for prizes fitness"
"game","fun entertaining laughing"
"game","fun friends soccer volleyball"
"game","fun great bonding experience entertainment"
"game","fun intense exciting drama stressful long hard fought"
"game","fun sports competitive winner/loser"
"game","game time score game football game the game rapper apples to apples board games"
"game","hunting hunted wild animals competition board game video game virtual simple game complex game video game designer family games family game night toy store imaginative game can be played by everyone many different kinds"
"game","i lost the game video games played by teenagers and adults violence can be hard comes in boxes for the most part often in disc form can also be card games/board games"
"game","is a competition played on a board gets you moving"
"game","is a fun thing that one or more people can play by themselves or with others athletic sports have games game can symbolize things you have successfully hunted a mind game"
"game","is a fun thing to play"
"game","is a group event has rules and restrictions but also a common goal that players compete and/or collaborate to achieve"
"game","is for entertainment takes a long time involves interaction between people"
"game","is fun is a sport is a board game is competitive has a winner has a loser needs players entertains kids"
"game","is fun is social"
"game","is fun is sports is a board game is pretend can be made up"
"game","is fun makes you think competitive want to win brings people together family fun"
"game","is fun played with many people can be played on a TV are expensive to buy"
"game","is fun some have a board and pieces can have multiple players rules has an objective strategy"
"game","is played can be mastered can be fun usually requires two or more people"
"game","is played is fun is hard is tough is a thing"
"game","is something played with friends has a winner and a loser"
"game","is something you play for fun checkers"
"game","is used to entertain is amusing competitive activity requires skill"
"game","is what athletes play or competitors a wide variety of different games in the world"
"game","is what i hate not the plays"
"game","it is fun played with friends or alone exciting intriguing interesting test your knowledge"
"game","it is something fun you can play games a lone or with people you can play sport games or board games or card games"
"game","many different types such as board games or computer games people play them for fun or just to pass the time"
"game","monopoly something you never really win board online frustrating"
"game","not serious"
"game","has rules"
"game","usually played for fun"
"game","takes many forms cards board games sports"
