cue,feature_response
lawn,a plot of grass usually tended or mowed as one around a residence or in a park or estate 
lawn,a plot of grass usually tended or mowed as one around a residence or in a park or estate a light cotton or linen fabric of very fine weave a flat and usually level area of mown and cultivated grass 
lawn,a plot of grass usually tended or mowed a light cotton or linen fabric of very fine weave a flat and usually level area of mown and cultivated grass a piece of land cleared of trees and usually enclosed 
lawn,a plot of grass usually tendered or mowed a part of a garden 
lawn,a stretch of open grass-covered land (archaic )a glade 
lawn,a stretch of open grass-covered land especially one closely mowed as near a house on an estate or in a park a glade. 
lawn,a stretch of open grass-covered land especially one closely mowed as near a house on an estate or in a park. 
lawn,an area of grass 
lawn,an area of smooth short grass especially as part of a garden :he is mowing the lawn. 
lawn,an open space between woods. 
lawn,an open space with grass and small trees and herbs 
lawn,archaic 
lawn,are greean 
lawn,backyard garden grass grassplot green park plot terrace yard 
lawn,cultivated area of green grass backyard park garden green grass grass plot plot terrace yard acres claim field garden homestead meadow pasture 
lawn,expanse of turf or grass. 
lawn,field plants green turf 
lawn,garden 
lawn,garden grass greenish palce 
lawn,grass grown infront of one's flat 
lawn,grass garden landscaping insects cool surroundings beautify area party location fountains 
lawn,grass green soft plush somewhere to do activities 
lawn,grass yard mow children play on picnic water it 
lawn,grass yard mow mower weed 
lawn,grassy area short grass mown manicured 
lawn,grassy field full of flowers maintained for cleanliness  
lawn,grassy ground 
lawn,green grass that is maintained properly used as decorative gardening can be seen in park grounds etc a soft patch of grass 
lawn,green grass often surrounding someones home or a park usually mowed and cared for often 
lawn,green grass fresh flowers park hotel irrigation  
lawn,ground. 
lawn,has grass needs mowing green in colour 
lawn,in front of a house made out grass gardened 
lawn,is beautiful is green can be set beautifully is an attraction to a building or house  
lawn,it is smooth grass field 
lawn,its a land to earn money its a symbol of royal 
lawn,land covered with grass kept closely mowed esp. in front of or around a house the grass itself: to mow the lawn an open space in a forest; glade a fine sheer cloth of linen or cotton used for blouses curtains etc. 
lawn,land covered with grass kept closely mowed in front of or around a house 
lawn,lawn (noun) an area of short regularly mown grass in the garden of a house or park. 
lawn,lawn:- sward greensward turf sod green 
lawn,mowed 
lawn,outside pleasant green grass 
lawn,park green 
lawn,piece of closely-mown grass in a garden etc. 
lawn,plot of grass 
lawn,plot of grass usually tended or mowed as one around a residence or in a park or estate. 
lawn,recreational land planted with grasses common feature of private garden 
lawn,recreational land cultivated area of green grass mowed closely created for aesthetic pleasure 
lawn,the grass area in front of someones home 
lawn,vacant space of the property 
lawn,with grass a pleasant play there with kids and dogs a greeny one. 
lady,female sophisticated mother teachers somebody to show respect towards 
lady,classey woman 
lady,a women who is proper wearing a skirt sits with her legs crossed puts the napkin in her lap has a straight posture wears heels great manners. 
lady,a woman a girl a younger woman has hair wears dresses and skirts wears make-up a female gender 
lady,a polite female a high-class woman superior behavior 
lady,woman sophisticated proper 
lady,basketball lady antebellum 
lady,girl elegant dresses purse nurse model tall 
lady,is a woman is a classy woman not a man is emotional an older woman 
lady,means...pretty put together lovely kind loving motherly mature grown up 
lady,conservative does not use swear words proper 
lady,older women 
lady,opposite of a man quaint 
lady,a respectable woman proper word for girl maturity grown-up beautiful sophisticated 
lady,is a person used to desribe a young woman tall short skinny fat used for politeness used at special occasions used at parties comes from society 
lady,a female wears skirts long hair wears make-up has earrings wears finger nail polish 
lady,is a woman is refined is genteel is pretty smells nice behaves properly has manners follows etiquette 
lady,young woman pretty has manners 
lady,a woman or female 
lady,respectful younger not married polite has etiquets.well manored gentle has self morals and self respect kind hearted 
lady,a women who is elegant behaves with class moves slowly has morals follows those morals has high standards poised confident may be a royal title name of a dog in lady and the tramp included in the name lady bug ladies associate with other ladies and although they are always polite they may look down on others who act with less grace than themselves 
lady,girl chick belle sinerita woman well manored marring age 
lady,is a woman is petite is proper is classy 
lady,lady and the tramp man womens shoes apparel 
lady,young girl proper lady and the tramp 
lady,a female wears dresses proper nice friendly honest and polite 
lady,girl woman feminine a dog name pretty. 
lady,woman classy seems older dressed up female speaks clearly runs errands can be single or married 
lady,a human with womanly features a female or girl someone who is capable of having babies 
lady,female used to point out someone unknown has two x chromosomes can refer to a female's actions/good manners people my age usually refer to older females as a lady. 
lady,classy pretty polite gentle caring 
lady,a different word for woman 
lady,proper aware strong spirited beautiful dresses to have confidence holds head high not taken for granted. 
lady,woman girl female 
lady,female classy possibly an older woman polite nice mom aunt grandmother sister teacher doctor a person 
lady,a person classy not slutty older wears high heels wears nice cloths 
lady,a woman a classy woman the opposite of a trashy woman sophisticated with intelligence and cultured tastes 
lady,a female a woman with class 
lady,and the tramp girl women woman antebellum lady luck 
lady,mature female wears nice appropriate clothing has nice jewelry responsible respectful 
lady,an upstanding woman a woman with good morals implies class the opposite of a whore holds her head high 
lady,is classy is upstanding is modest a polite woman sometimes with gentleman is well-regarded treated properly 
lady,beautiful respect honor wife different gorgeous sister mom thankful cook candles clean flowers 
lady,woman older younger girls look up to sophisticated proper 
lady,a woman has good manners can be a type of bug 
lady,usually refers to a grown up girl a lady usually acts more mannerly and proper than girls they are more mature a lady is seen as dainty and delicate lady is a general term to describe many people 
lady,woman classy girl friend pearls heels dresses chest bra pregnant make-up hair beauty image emotional confusing 
lady,female gentle kind motherly beautiful soft spoken easy to communicate with understanding 
lady,proper woman not a slut a woman who honors herself and does not present herself negatively a woman who dresses nicely and wears dresses/skirts with her legs crossed a styx song 
lady,a woman opposite of man proper speaks fluently wears skirts dress pants. proper. 
lady,is a female is polite and gentle is a common term for a grown woman is a title foro the aristocracy in england 
lady,female- proper- kind- gentle- well-mannered- 
lady,woman nice old girl 
lady,woman 
lady,is a woman someone to be respected marries a man 
lady,a woman she is well dressed proper has good manners and is polite to all 
lady,a woman who is refined polite and well-spoken. 
lady,an older women polite proper women 
lady,girl 
lady,pretty classy poise neat 
lady,proper dresses respectibly female gender women 
lady,grown up female adult person 
lady,girl woman 
lady,lady gaga female woman girl 
lady,woman older than 18 heels makeup mature 
lady,woman older high heels make up hair always in place has a job usually a mother 
lady,woman. classy. gentile. sexy. well dressed. 
lady,elegant classy wears dresses cooks and cleans wealthy 
lady,not male women mature girl 
lady,is a female is a women is a girl uses proper ediquete is delicate is given respect 
lady,girl dresses shoes long hair 
lady,a female usually properly dressed and is well-mannered; people respect her because she expects to be respected 
lady,a female young polite cute has well manners 
lady,proper mature female boss 
lady,girl female women 
lady,lady: gaga proper girly wimpy make up skirts dresses expensive 
lady,a grown up woman. 
lady,woman proper royalty high social standings 
lady,beautiful elegant majestic smelling happy bright sad emotional confused 
lady,women a girl a mother a female a name for a female you do not know have babies old women or a young women a general name for a female and antonym for man 
lady,a proper woman classy above the drama and nonsense 
lady,a woman who is classy. call a grown up girl a lady.well mannered proper girl is a lady.first lady. 
lady,a female gives birth has a vagina has long hair seeked by man wears dresses wears makeup 
lady,a proper woman 
lady,has manners poilte acts in a acceptable manner 
lady,is a woman is female is a nice person is classy is sophisticated is proper is dressed well. is full of etiquette. 
lady,a female breasts opposed to pecs long hair smell like perfume attracted to men wear makeup 
lady,not a man woman referring to an older woman it is over when a fat one of these sings tell one in a picture a password on the front of gryffindor house many work in cafeterias. 
lady,is a woman of high stature wife of a lord 
lady,female woman with dignity 
lady,female person when referred to as a lady made out to be kind and has good manners. 
lady,girl female old 
lady,a women or girl that is classy acts more proper than other women 
lady,pretty tea party fancy 
lady,pretty blouse skirt nice sweet cute 
lady,female proper sweet learned mannerable treated with respect lady and the tramp 
kitchen,is for cooking contains a refrigerator stove microwave toaster sink is in a house. 
kitchen,where foods made microwave sink dishwasher oven stove top coffee pot food processor silver ware heart of homes 
kitchen,is a room filled with food food is cooked in here contains the fridge and stove is messy 
kitchen,used to bake has a stove a microwave a refridgerator and countertops is open and usually big lots of room a primary room in the house 
kitchen,appliances food utensils 
kitchen,a place you go to cook or find food at 
kitchen,holds appliances you wash dishes and cook in this room stores food serves as a place for baking preparing and making food 
kitchen,food family 
kitchen,one of the rooms in a house has a stove and fridge place for cooking 
kitchen,stove utensils food preparation good smells tile floors fluorescent lights mocrowave and refrigerator toaster coffee machine dishes vegetables 
kitchen,a room in a house where food is prepared oftenncontains a sink oven stove fridge freezer dishwasher cabinets and a table where food is stored 
kitchen,knife fork oven washer dishes food stove 
kitchen,a place to cook food has utensils a sink fridge microwave oven and dishwasher. 
kitchen,has appliences cabinets utencels cups plates glasses 
kitchen,has a stove contains a dishwasher sink food fridge 
kitchen,appliances food cooking 
kitchen,red appliances food 
kitchen,a place inside of a home that is used to cook and store food chef's ideal place 
kitchen,a room or place or the equipment for the preparation and cooking of food 
kitchen,a place in your home where you cook 
kitchen,a room where food is prepared and kept 
kitchen,part of house cooking 
kitchen,a place where cooking takes place 
kitchen,cooking house oven gas stove food wash basin 
kitchen,a room or an area equipped for preparing and cooking food 
kitchen,cooking room 
kitchen,room for cooking 
kitchen,place used for cooking food 
kitchen,kitchen:a room or place equipped for cooking kitchen cabinets kitchen designs 
kitchen,a room or place equipped for cooking 
kitchen,a part of the house where food is being prepared and served 
kitchen,a room for coocking food culinary department place equipped for cooking 
kitchen,a room or place or the equipment for the preparation and cooking food a staff that cooks food and serve .scullery pantry larder cuisine 
kitchen,automat bakehouse bakery beanery bistro buffet buvette caboose cafe cafeteria camboose 
kitchen,we usually eat breakfast in the kitchen. the kitchen table 
kitchen,cook bake food prepare food warmth 
kitchen,food mother food making clean place. 
kitchen,1 a room where food is prepared and cooked. 2 informal the percussion section of an orchestra. 3 [as modifier] (of a language) in an uneducated or domestic form: kitchen swahili. 
kitchen,a room or place equipped for cooking; culinary department; cuisine: this restaurant has a fine italian kitchen; the staff or equipment of a kitchen. 
kitchen,food is cooked here has cabinets has utensils available grocery is placed here 
kitchen,a place to cook food 
kitchen,can be made from steel wood metal.its used for making food and cooking. 
kitchen,place to cook 
kitchen,room in house cooking has drawers and cabinets has oven & stovetop cutlery delicious smells processes food makes food edible heat up food has spices 
kitchen,a room or an area equipped for preparing and cooking food a style of cooking; cuisine 
kitchen,place to prepare and cook food in gathering spot 
kitchen,a room for cooking. usually has a stove or oven possibly a microwave and a refrigerator. 
kitchen,a room or an area equipped for preparing and cooking food. 
kitchen,canteen cook's room cookery cook house cuisine eat-in gallery kitchnette mess scullery 
kitchen,food prepare place 
kitchen,cooking baking oven apron prepare food table eat dishes 
kitchen,cooking place i go to kitchen 
kitchen,cook washing utensils 
kitchen,a place for cooking 
kitchen,culinary department;cuisine 
kitchen,kitchen: a room or area where food is prepared and cooked. 
kitchen,a room equipped for preparing meals 
kitchen,a place where food is prepared and kept 
kids,"young, children, "
kids,"playground, a mess, trouble, loud, playful, untamed, "
kids,children 
kids,"belongs to loving parents, do crazy hings, like to have fun, "
kids,"young, naive, could get into danger "
kids,"children, young, craziness, lots of energy, "
kids,"young, small, playing, nice, smiling, "
kids,"children, childhood, fun, games, innocent "
kids,"children, under developed, joyful, loud, go to school, have imaginations age 13, playful, young, have parents, not fully "
kids,"small, expensive, sweet "
kids,"playful, loud, annoying, curious, cute, small "
kids,children responsibility parents 
kids,"child, immature, young, disobedient, loud, cute, small, clumsy, naive "
kids,"fun, happy, childish "
kids,"pleasant, worrisome, carefree, babies, wonderful, burdens "
kids,"messy, playful "
kids,"playful, energetic, annoying, little, cute, rambunctious, hyper "
kids,"humans, young, adolescence "
kids,"playful, entertaining, joyful, crying, innocent, young, adventurous, smart, energy "
kids,"young, wild, running, crying "
kids,"children, bikes, play ground, swings, miscief "
kids,"children, parents, school, day care, toys "
kids,adults 
kids,lively 
kids,"bad, hard headed, playful "
kids,"children, playground, candy, energetic "
kids,"children, energtic, fun, good, bad "
kids,"loud, playful, energy "
kids,"little, playing, funny, laughter "
kids,"cute, funny, exciting "
kids,"playful, young, messy, annoying, loud "
kids,eager young playful 
kids,"adorable, handful, worthwhile, and expensive. "
kids,"children, offspring, reproduction, young "
kids,"careless, playful, innocent, "
kids,"young, childish, "
kids,"love them, learning, smiles, laughter, running, playing, adventurous, smart, innocent, fun, cute, kissable, energetic, sweet, loud, crazy, "
kids,"children, playful, young, "
kids,"difficult, innocent, happy, pleasant, simple "
kids,"loud, obnoxious, lovable "
kids,"children, youth, exciting young, prone to making mistakes, impressionable, fun, energetic, "
kids,"part of shaped or sculpted, innocent a community, immature, unknowing, important, able to be "
kids,childish 
kids,"annoying, small, innocent, a mother's joy "
kids,"children, parents "
kids,"are offspring, a goat baby, can be bad, may have a lot can be children, can be family, can be "
kids,"children, adolescents, of energy little people running around because they have alot "
kids,"small adults, needs to be taken care of someone that has a child like mind and "
kids,"not developed, young age, children, playful, carefree "
kids,"short, small, gullible "
kids,"children, small, energetic, playful, inquisitive, curious "
kids,fun 
kids,"baby goats, maturity, a future generation, the people that need us most. young a place to store knowledge to be passed on through adults, the years to make history small homosapians that have not reached "
kids,"baby goats, people, small, playful also known as children in humans, very young "
kids,"a young juvenile person, baby, a boy, a girl, playful, youthful, "
kids,"smelly, loud, dirty, gross, not knowledgeable, "
kids,"childs, teens "
kids,"childish, foolish, loving, fun, playful, innocent "
kids,"children, infants playful, "
kids,"parents, siblings, bikes, running unexpected, girls, boys, bad, yelling, playing, school, teachers, "
jump,"jump rope, work out, gym, skip, miss "
jump,"bungee jumping, your feet leaving the ground jumping over hurdles, track, leap frog, jump rope, "
jump,"up, down, diving board, on the bed, hop, frog, rabbit, grasshopper jump rope, double jump, trampeline, on, over, in, "
jump,"high,rope "
jump,"to spring, to dive, to bound a rabbit or kangaroo, jump rope, to rise, "
jump,"leap, getting jumpers off the ground using legs, kangaroos are good "
jump,"skip, hop, rope, games, kids, hop scotch, bounce, leap "
jump,"high, low, trampoline, "
jump,"hop, "
jump,high 
jump,"legs, muscle movement, movement "
jump,"up, down, off, into, trampoline, fun, moon bounce, children, exercise "
jump,"rope, game, leap, basketball "
jump,"to get requires work, muscles, feet, toes in the air, to come off the ground, "
jump,"basketball, hurdle "
jump,"leap, bounce, nosedive, plummet, plunge, pounce, hop "
jump,"movie, teleport, basketball, game, jump rope, bicycle "
jump,"jumping on a trampoline, form of expressing excitement, pogo stick "
jump,to leave the ground 
jump,"to move movement, spring off the ground or other base by a up muscular effort of the legs and feet, to move suddenly and and in one motion, move involuntarily down, crazy, little kid like, fun, "
jump,leap. basketball. hop. outfielder in baseball. dunk. blocked shot. jump rope. 
jump,"up and down, hop, pounce "
jump,skip hop run 
jump,"air, sky "
jump,height 
jump,"raise oneself fear, done while dancing off the ground, done to exercise, done in "
jump,to lift yourself off the ground 
jump,bungi cheer 
jump,"hop, in the air "
jump,"happiness, jump obstacles or hurdles in life, just to do it, see rope, the world, hop scotch, playground, elementary school, fun, overcoming "
jump,"trampoline, pogo sticks, mountain biking, skateboarding, sports, outdoor activities "
jump,"motion, upward, rope, basketball muscles, strength, vertical, push, in the air, jump "
jump,to be higher then on ground level 
jump,"action, requires force, started by legs, necessary for sports "
jump,rope 
jump,distance by exerting force through lower mass separating from touch 
jump,push oneself completely off the ground with ones\' feet 
jump,taking a leap of faith 
jump,bridge 
jump,"leap, hike, twitch, fly, crouch, spring "
jump,"active, moving "
jump,leaving the ground 
jump,"use your legs, in the air "
jump,"athletic, sports, exercise, "
jump,basketball player 
jump,"leap, dance, bounce, extend "
jump,"rope,high "
jump,"leap, force, strength, distance "
jump,"movement, leaping, sudden, physical attack, exercise, basketball "
jump,trampoline 
jump,bravery high free 
jump,run 
jump,"bounce up you out of breath and down, jump on a trampoline, tiring, gets "
jump,"come off ground, trampoline, bunny, basketball, sports, athleticism "
jump,"high, up, in the air "
jump,"to use short time, to go from one side to the other, legs used a lot when playing jump rope to lift off the ground for a "
jump,"quick movement, up "
jump,"leap, hurdles, long jump, triple jump "
jump,"high, off the ground, basketball, rope, "
jump,"to lift ground, can be physical or expression, to go quickly, to off get it over with, a moment the air, to not be on the "
jump,"beat up, high, exert, defy gravity. "
jump,"jump over, up and down "
jump,"hop, run, play, rope, learn, recess, hopscotch, girl, basketball "
jump,"rope, fence, trampoline, excitment, joyful "
jump,"basketball, movie, dunk, goal, dominance "
jump,"shout, how high, long "
jump,"off the a ledge, off a play ground, can get hurt, harm ground, yourself with a rope, into the air, off "
jump,"jump rope, hopscotch. action, distance, up, down, fun, workout, children, puddles, "
jump,"trampoline, action of jumping, etc. "
jump,"leap, fly, momentary, scared "
jump,"jumping rope, trampoline, moon bounces, astronaut walking, leaping pole vaulting, being high off the ground, exercising, "
jump,"an action, both people and animals jump hopping, rise quickly, leave the ground, jump rope, "
jump,to move up in the air 
jump,lunge of the ground; jumping rope; going over an edge 
jump,"fly, off the ground "
jump,"use legs, movement, into the air, joy, trampoline "
jump,to bounce upward using legs 
jump,"off a bridge, high in the air, basketball, trampoline "
jump,"bounce, leap, sky dive, diving board "
jump,"high, bounce "
jump,"a movement, ground, an exercise to move legs and push off of the "
jump,"basketball, athletic, track and field, rope, high, contest, ups "
jump,"active, healthy, trampolines, children playing "
jump,"van halen!, scotch, frog, jumprope, double dutch, criss cross, exercise, basketball, hop "
jump,to raise up off the ground 
jump,"bungee, airplane, skyscraper, exciting, shoes "
jump,trampolne energy suicide 
jump,"high, trampoline, move fast, start basketball, ups, over, legs, feet, track, skip over, "
jump,hop skip power poise bounce leap plunge rope basketball players high low how high legs 
jump,how high? the roof. up and down. trampoline. diving board. bounce. leap. dance. dive. off 
jump,to hop over something 
jump,"hop, leap, out skip, how high, over, across, hurdler, kangaroo, rope, "
jump,"high, off air, move in one motion, type of movement the ground, spring up,off the ground, in the "
jump,"in the air, with your feet "
jump,"is with rope, feet, is high, is low, is with a "
jump,feet muscles trampoline happy 
jump,"up, off, down, legs, gravity, fall, high, low "
jump,"elevation, energy "
jump,"verb meaning lift yourself up and off the ground, also a sudden to jerk caused by a surprise or scare exert force downward through the legs to "
jump,"rope, excercise, excitement, trampoline, "
jump,"fall, high, leap "
jump,"high, kinetic, leap "
jump,"rope, exercise, fun, energy, bunjy, exhilarating "
jewelry,fashion accessories usually worn on or about a person that are often a composite of precious materials and fine art. 
jewelry,ring bracelet ruby necklace diamond earrings anklet 
jewelry,rings necklaces things you wear 
jewelry,diamonds gold silver bracelet earrings necklace 
jewelry,fancy items that people wear for decoration 
jewelry,beautiful unique rings bracelets necklaces 
jewelry,chain charm costume 
jewelry,something that is worn for example earrings necklaces bracelets made out of many materials metal stone wood etc. 
jewelry,silver gold adornments 
jewelry,adornment anklet band 
jewelry,decorations worn by humans made of precious metals and gems. 
jewelry,objects worn by either males or females for decoration on their ears neck arms which oftentimes is made by gold silver or other metal and may include precious or manmade stones and ornaments 
jewelry,jewelry: pretty stuff you put on your body that is not clothing shiny glittery beautiful. 
jewelry,precious metals and jewels put into intricate design can be worn as a symbol or to dress up an outfit 
jewelry,wearable decoration made of precious minerals bling expensive shiny 
jewelry,adornment worn on the body is beautiful can be expensive or cheap can be earrings/necklace/anklet/ring/bracelet 
jewelry,stickpin stone tiara tie pin treasure trinket 
jewelry,diamonds. expensive. bling. 
jewelry,gold silver platinum accessory that people wear with clothing 
jewelry,treasure diamonds 
jewelry,expensive necklaces earrings rings worn on the body shiny jewels 
jewelry,ring necklace bracelet brooch 
jewelry,rings necklaces bracelets watches used to accessorize. 
jewelry,decorative pieces that are worn 
jewelry,decorative item worn to accessorize. rings bracelets earrings 
jewelry,aesthetically pleasing creations that can be worn includes necklaces/watches/rings/earrings/bracelets something that can establish relationships (such as wedding jewelry) something that can establish status 
jewelry,diamond 
jewelry,something not attached totally to the body but adornment gold silver or some other kind of items 
jewelry,ring necklace bracelet watch decorative piece worn as an accessory 
jewelry,personal ornaments such as necklaces rings or bracelets that are typically made from or contain jewels and precious metal 
ivy,poison soap name plant green 
ivy,ivy is a plant features many leaves and is easy to go grow. 
ivy,a type of green plant that may grow outdoors or indoors; particular types may be poisonous which may lead to rash or irritation; typically green in color. 
ivy,a vinyl plant family which is usually green and invasive. 
ivy,vines poison bushes 
ivy,is a plant is a vine is a pattern in fabric grows 
ivy,a type of plant poison ivy 
ivy,a plant a girl's name some poisonous plants 
ivy,league kind of plant grows on buildings 
ivy,is a variety of green or variegated ornamental plant; is a vine that overspreads the ground or climbs up trellises and buildings; is often associated with english gardens and cottages; also has a poisonous cousin called poison ivy which causes mild to severe allergic reactions and itchy rashes. 
ivy,a climbing plant a plant often used against brick buildings a plant often associated with college campuses. 
ivy,a type of vine which often grows up the surface of buildings. 
ivy,leafy green plan tendril stems grows on buildings associated with certain colleges and universities 
ivy,a type of plant 
ivy,green plant that has vine-like qualities grows on the ground up walls 
ivy,plant green vine grow wall climb name 
ivy,climbing plants 
ivy,climbing plant vine 
ivy,plant climbs green 
ivy,is a plant is sometimes green may be poisonous. 
ivy,posh exclusive elite mannerly 
ivy,plant poison 
ivy,nature poison itchy green 
ivy,vines decoration landscape plant 
ivy,league batman poison flavor plant 
ivy,plant leaves poison ivy 
ivy,a green plant long leaves can cause rash in skin. 
ivy,plant 
ivy,is a bird is an animal 
ivy,a woody evergreen eurasian climbing plant typically having shiny dark green five-pointed leaves 
interior,interior: the inside of a house building or structure; often a warm shelter; inviting place to be on a cold day; the opposite of exterior; often needs to be decorated 
interior,inside domestic 
interior,the inside of something or a place 
interior,inside internal not exterior part of a car or house 
interior,inside contained in something 
interior,is an enclosed space; is a defined space; is separated from everything else by some sort of boundary; could be a tangible solid structure or an abstract space existing only in the mind; could be a room or or a geographical location or a person's thoughts and feelings contained within themselves. 
interior,is inside is closed in is protected from elements 
interior,is the inside of something. 
interior,the inside part of an object 
interior,house inside car lighting first impressions 
interior,the inside the inner part 
interior,the inside of something the inside of a car usually in reference to the upholstery 
interior,inside furnishings decor 
interior,interior: inside inner not on the outside 
interior,inside indoors opposite of exterior 
interior,remote secret visceral visceraís within 
interior,inside of something interior of a home interior of a car 
interior,the front 
interior,inside wall 
interior,inside indoors decorator 
interior,inside decorations house 
interior,inside decor design 
interior,inside inner part of something something within 
interior,is inside is where you sit in a car is where one lives in a house 
interior,the inside of something ex. inside of a house 
interior,inside within indoors. 
interior,the inside of a closed area. could be a bus or a house or a car. 
interior,inside within four walls inner part 
interior,inside walls within 
interior,situated within or inside; relating to the inside; inner 
idea,a plan images a proposal thought in the mind representation of 
idea,"suggestions, improvement "
idea,"bright, brain, thought, light bulb "
idea,thought content about of cognition the main thing you are thinking 
idea,suggestion 
idea,thinking brainstorming brain 
idea,a thought world used to create new or get rid of older has styles of technology mental activities a method a principle relevance to our understanding of the natural 
idea,thought brain bright light bulb above head 
idea,ponder think brainstorm plan belief moral value 
idea,a vision in an individuals head to solve a problem 
idea,sudden thought 
idea,"abstract, formed in the mind, maybe good or bad, "
idea,light bulb brilliant 
idea,thought 
idea,think ponder thought light bulb 
idea,thoughts that come together a stroke of genius 
idea,light bulb 
idea,something that comes to mind. sometimes an invention made up. 
idea,light bulb thought 
idea,thoughts opinion 
idea,thoughts brain imagination 
idea,a thought opinion about something 
idea,an occurrence sudden happiness in the brain a moment of success a 
idea,ones thought 
idea,created from the mind saves the world creates inventions 
idea,can be be wrong shared can be recorded can be right can 
idea,is a thought a view on something imagination thinking 
idea,thought think theory 
idea,thought hypothesis 
idea,a thought plan of action to do something. that is creative and is associated with a 
idea,a person 's thought unconscious or conscious 
idea,opinion suggestion thought concepts 
idea,thought brain 
idea,mind a plan goal something to do 
idea,thinking smart invention 
idea,brain inventor 
idea,thought used action occurs in the brain for planning or innovation new creation of needed 
idea,light bulb solution thought 
idea,thought belief cognition light bulb 
idea,the thinker brain new progress 
idea,is a be useful thought causes other thoughts can be dangerous can 
idea,is a thought is mental 
idea,aim belief conclusion conviction design 
idea,smart light bulb thinking 
idea,a thought solution a wonder a guess figured out problem 
hotel,where people stay when their away or not at home 
hotel,stay 
hotel,vacation 
hotel,rooms  room service  beds  vacation 
hotel,comfort  clean  nice  relaxing 
hotel,marriot 
hotel,has beds  has lamps  has television  has phone 
hotel,building  floors  pool 
hotel,dirt 
hotel,motel  holiday inn  swimming pool  contential breakfast  room service 
hotel,has rooms 
hotel,place to stay  costs money  
hotel,room 
hotel,housing  travel  home away from home  temporary roof over your head 
hotel,rooms  suits  room service  quiet  pools 
hotel,austin tx  losing a plane  big rooms  song  tall building  swimming pool  expensive 
hotel,place to sleep  serves breakfast  lots of rooms  maids 
hotel,temporary home  costs money  where one stays while traveling  involves maids and receptionists 
hotel,luxurious  vacation  expensive 
hotel,trip  out of town 
hotel,haunted  soap  dirty sheets  cities  country  
hotel,place to stay  comfortable  beds  rooms  service 
hotel,a big building  more than one story  people sleep there  people pay to be there. sometimes have pools. used while traveling away from home. 
hotel,room  room service  fancy  comfort  pool  cable  free breakfast 
hotel,can be rented  temporary 
hotel,payment  bed  television set  indoor pool  lodgings  bathing area  stairs  elevator  front desk  room service  lobby 
hotel,rundown  dirty  unkempt 
hotel,party 
hotel,sleep  comfort  clean  service 
hotel,is a place to stay  sells rooms  are near high economic locations 
hotel,motel 
hotel,sleep in 
hotel,what you stay in on a trip 
hotel,motel  holiday inn  breakfast 
hotel,home away from home 
hotel,lodging 
hotel,is a cheap place to stay the night. is used in sexual transactions. 
hotel,money  temporary  travel 
hotel,place stay vacation 
hotel,motel  place to stay  occupies people 
hotel,tall building  service  quiet 
hotel,place to stay overnight  california  traveling  vacation  nice 
hotel,clean  large  people stay there 
hotel,visits  vacation 
hotel,a shelter 
hotel,free breakfast  swimming 
hotel,place where you sleep  full of rooms  usually has hot tub and pool 
hotel,room  pool  key  maid  continental breakfast  mints on pillows  hot tub  jacuzzi bath tub  free shampoo  free conditioner 
hotel,a place to sleep  super 8  hampton inn 
hotel,is a place is a noun 
hotel,carpet bed bathroom 
hotel,vacations  pool 
hotel,out of town  place to stay for a little while  
hotel,comfortable  warm  inviting 
hotel,place to stay. vacation spot  they have bedrooms. bathrooms  lobby 
hotel,vacation  rooms  suitcases 
hotel,vacation  bed 
hotel,motel  travel  a place to stay  swimming pools 
hotel,room  bed  away from home 
hotel,temporary housing 
hotel,place to stay 
hotel,building  many rooms  a lot of beds 
hotel,is a place to sleep 
hotel,rowanda  managers  where u stay on vacation 
hotel,a place to stay  has dozens of rooms  has a restaurant  found in highly populated areas  where business is conducted  found near airports  found in big citiies 
hotel,building 
hotel,vacation  fancy  expensive 
hot,"heated, sweltering, warm "
hot,"heat, summer, stove, "
hot,spicy 
hot,"opposite of cold, can burn, or make sweat "
hot,"temperature, uncomfortable, physical prettiness, steamy, burning "
hot,"opposite of heat, the beach, usually describes the southern united states in cold, the summer usually describes food or the weather, extreme "
hot,"sweating, running, shorts, swimming "
hot,"temperature, sweaty, summer, outside "
hot,"not cold, warm, burning. summer weather, stuffy, a sauna, boiling water, fiery, "
hot,"sunny, warm, summer "
hot,"steamy, fire, red, orange, sun, beach, "
hot,cold 
hot,chocolate steam water 
hot,"summer, swimming, trouble "
hot,"mississippi, summer, humid, warm, upstairs, "
hot,"summer, stove, boiling water, grill, women "
hot,"opposite of warm cold, pretty, scorching, blistering, sizzling, searing, flaming, fire, "
hot,summer 
hot,"sweat, sun, heat, summer "
hot,"oven, stove, girls, sun "
hot,"sun, florida shots, tank tops, dresses, swim suits, pool , beach, people, degrees, summer time, spring time, "
hot,"sweat, sauce, burning, fire "
hot,"coca, bath, boy, weather, food "
hot,"sun, beach, tanning beds, water, oven, iron, stove "
hot,mississippi/ texas 89 degrees 
hot,"mad, sweaty, hot "
hot,"temperature, celsius, kelvin, burn "
hot,"not cold, sweat, heat, sun, oven, water "
hot,"sweat, sun, heat "
hot,"scalding, burning, sweating "
hot,"summer, sun, beach, girls "
hot,"sweat, pool, sun, florida, bahamas "
hot,fire heat sun water 
hot,"sun, heat, feeling, and heat stroke. "
hot,"burn, fire, warm "
hot,"girls, asians, brunettes "
hot,"temperature, "
hot,"spicy, attractive, good, cold, warm, coffee, water "
hot,"not cold, sweaty, humid "
