word,answer
sing,a song that i enjoy 
sing,"a song coming from the mouth musically by theo thomas, to sing, singing, lyrics, words "
sing,a song 
sing,a relative term. but in general when someone is attempting to make the noise coming out of thier mouths sound aesthetically pleaseing they are trying to sing. 
sing,a person using their voice to create art can be high or low pitch or both can be one or multiple people can be an infinite amount of possible variations style may vary from culture to culture 
sing,"a passion, instruments, involves language and lyrics but not always, usually a music, message can listen or vocalize, pitch, notes, keys, "
sing,a melody. something you do if you are very happy. a story spoken along with music. 
sing,"a form individuals or groups,calming, way of learning,form of worship in some of religions,descriptive,how birds communicate vocal communication, can prompt mood change in "
sing,"a bird can sing, a choir sings, a band sings can sing, a human can sing, a musician "
sing,2pac 
slide,water  something you go down 
slide,water  fun  play area 
slide,water 
slide,transparent  projection 
slide,toy  fun  spiral 
slide,to move across 
slide,steep  fun to play with  for kids  slick 
slide,softball 
slide,smooth  kept outdoors  angled  elevated beginning 
slide,sly 
slide,sly 
slide,sloped down 
slide,slippery  slick. to fall  move quickly across 
slide,slippery  fun  goes down  
slide,slip  break  fall  destruction  assistance  elderly 
slide,slip  baseball  let things get past  on side  on back  
slide,slip 
slide,slid 
slide,slanted wedge usually made of metal or plastic 
slide,red  purple  mcdonald's  children  fun  laughter 
slide,push 
slide,powerpoint 
slide,pool 
slide,playground equipment 
slide,playground  slippery  young children  fun  downward sloping 
slide,playground  kids  slick  tall  steep 
slide,playground  go down  ladder up  child activity 
slide,playground  dance 
slide,playground  children  fun  games  
slide,playground  children  fun 
slide,playground  baseball  little kids  water  tunnels  twists  fun  excitment 
slide,playground 
slide,playground 
slide,playground 
slide,playground 
slide,playground 
slide,park  water park 
slide,object on a playground 
slide,natural movement 
slide,mudslide  winter  snow  hurts  sisters 
slide,minimal friction  movement 
slide,lacks friction 
slide,is to push off on a slippery surface  is at parks  is smooth 
slide,is playground equipment for children 
slide,is played on by kids. is at a playground 
slide,is on a playground  is usually tall  is usually metal 
slide,is made of metal or plastic  has a smooth angular surface  found on playgrounds  has a ladder side. is sat on and ridden downward. 
slide,is a verb and a noun 
slide,into 
slide,innocence  laughing  plastic  hard  movement  air 
slide,glide 
slide,fun  used as a kid 
slide,fun  slick  for children  long  curvy 
slide,fun  plastic  fast  water  park  children  childhood  long  wavy  circular 
slide,fun  move 
slide,fun  for kids slippery  hard to climb up 
slide,fun  children  playground  recreation  movement  gravity  pull  slippery 
slide,fun  at a park  kids  to play  ladder 
slide,fun 
slide,excercise  to the right  slide to the left  two hops this time  cha cha slide 
slide,electric slide  slip  projector 
slide,ease 
slide,down  motion 
slide,children  laughing  swings 
slide,can be used for pools  often at playgrounds  landslides  to slip  
slide,at a playground  diverse  
slide,at a park  shocks you  silver  summer 
slide,at a park 
slide,activity 
slide,a motion that happens when something is slick 
smile,"your on candid camera ha, "
smile,"you make happy, sweet, kind, gentle me smile, uncle cracker, lips, lipstick, teeth, eyes, "
smile,"you do it with your mouth, teeth, lips, happiness, woodstock "
smile,whenever i see my girlfriend i always get a smile. 
smile,"welcoming, happy, warmth, could be caused by something comical ends of mouth moved upward, can show teeth, "
smile,"walmart logo, happiness, sometimes fake "
smile,walmart face cute pretty joy 
smile,"uses the is opposite of frown mouth, exposes the teeth, is a positive expression, "
smile,"used to show excitemet, an expression of the face "
smile,"teeth,white "
smile,"teeth, white, tooth brush. "
smile,"teeth, take a picture, beautiful, camera "
smile,"teeth, pretty, happy, excited wet, lips, gums, lipstick, snaggle tooth, dry, picture, "
smile,"teeth, no holidays, vacation teeth, happiness, adderall, sleep, funny people, joy, christmas, "
smile,"teeth, mouth, picture "
smile,"teeth, lips, laughing, enjoying, cute, bubbly, kind, nice, agreeable, pleasent white, dentist, boys, mouth, teeth, facial expression, happy, "
smile,"teeth, lips, happy, thrilled, light "
smile,"teeth, lips, happy, picture "
smile,"teeth, lips, happy, joy "
smile,"teeth, lips, happiness "
smile,"teeth, laughter "
smile,"teeth, happy, picture, portrait, slimey funny, laughing, mood, braces, snaggle teeth, gap, dry, "
smile,"teeth, happy, lips "
smile,"teeth, happy, funny, laugh "
smile,"teeth, happy, affection "
smile,"teeth, happy "
smile,"teeth, happiness, joy "
smile,"teeth, dentist,happy, laughing, up beat "
smile,"teeth, braces, pearly whites "
smile,teeth white yellow frown 
smile,teeth face lips 
smile,teeth 
smile,teeth 
smile,teeth 
smile,teeth 
smile,teeth 
smile,something that teeth and show happy expression on your face. everyone has everyone a different smile. some people get them fixed with braces loves some people don\'t. smiling is one of my favorite things to to do. see. when you show your 
smile,"smiley face, teeth, toothpaste "
smile,"smiley face, happy, fun "
smile,smile is it usually means taht person is happy or is feeling an some kind of satisfaction whether its good or bad. a action smile is contagious and can make for a good day. that someone does wiht their mouth. 
smile,"shows happiness, teeth, optimistic. "
smile,showing teeth 
smile,"produced by better mouth, has teeth, has lips, makes people feel "
smile,"pretty, happy, teeth "
smile,pretty 
smile,"plesant, enchanting, happy, shows peoples emotions, made by people. "
smile,pleasure 
smile,"people make usually people show their teeth when they do this this with there mouth when they are happy, "
smile,occurs because show teeth or not show teeth. occurs with the mouth. of can be accompanied by a laugh. a happiness emotion. is curved upward. can 
smile,mouth 
smile,"love, happy "
smile,"lips, cheeks muscles flexed, adrenaline coming to a point, teeth showing, gums showing, "
smile,lips 
smile,"laughing, funny, fun, good times, wrinkles, teeth, lips, "
smile,"laugh, pretty, happiness "
smile,"laugh, happy, "
smile,laugh 
smile,kind gesture 
smile,kind gesture 
smile,"joyful, teeth, happy, goofy, pleasant "
smile,"joy, happy, love, excited, teeth, mouth, expression "
smile,"joy, happy, laughter, good, pleasant "
smile,"is a be a sign of nervousness, may be flirty, will make toothy the world a better place grin, is the sign of happiness, may "
smile,"innocent, true, sarcastic, knowing, timeless, priceless, white fake, joyful, toothy, toothless, flashy, beautiful, ugly, smirkish, "
smile,"happyness, love, endearment, pleasing, caring, lips, teeth, crows feet "
smile,"happy. opposite of frown, huge, small, wide, pretty "
smile,happy;laughter;friendship;satisfaction 
smile,happy; flirt; good news; laugh; jokes 
smile,"happy,yellow,pretty "
smile,"happy,tender,sweet,innocent,loving,nice,kind,teeth "
smile,"happy,eager,loving spirited "
smile,"happy, yellow, teeth, face "
smile,"happy, teeth, to be in a state of enligthenment "
smile,"happy, teeth, outward sign of joy "
smile,"happy, teeth, laughter, friends "
smile,"happy, teeth, grin, cheese, picture, "
smile,"happy, teeth, funny "
smile,"happy, teeth, \""say cheese\"" excited, laughter, joy, friends, family, loved ones, pictures, "
smile,"happy, teeth "
smile,"happy, shows teeth, makes dimples, shows pleasure/enjoyment, greeting, shows affection "
smile,"happy, satisfaction, humorous, good mood, excitement and joy, positive surprise "
smile,"happy, overjoyed, beautiful, teeth, laugh, sweet "
smile,"happy, mood "
smile,"happy, love, college, swimming pools, cook outs, flowers, sun, content, family, friends, fun, vacation, summer, holidays, parties, "
smile,"happy, laughing, funny, teeth, lips "
smile,"happy, laughing, fun, excited "
smile,"happy, laughing, chipper, upbeat, funny, "
smile,"happy, joyful, excited, laughter, glee "
smile,"happy, joyful "
smile,"happy, joy, freedom fun, in a good mood, a good grade, "
smile,"happy, international expression, good day, fun, friendly, "
smile,"happy, innocent, teeth, pretty "
smile,"happy, heartwarming, express delight pleasant, extension of sides of mouth upwards to "
smile,"happy, grin, the mouth smirk, show teeth, pleased, good feeling, done with "
smile,"happy, good mood, cheerful, feeling good "
smile,"happy, giggly, friendly, warm, caring, kind "
smile,"happy, funny, a reaction "
smile,"happy, fun, laugh, teeth, nice "
smile,"happy, friends, models, girls, boys, flowers, love, pink "
smile,"happy, friendly "
smile,"happy, friendly "
smile,"happy, facial expression "
smile,"happy, excited, joyful "
smile,"happy, enjoying some thing, showing effection for some thing, "
smile,"happy, emotions, face "
smile,"happy, emotions "
smile,"happy, ecstatic, joy "
smile,"happy, content, picture "
smile,"happy, content, fun, good "
smile,"happy, content, facade, fake "
smile,"happy, cheerful, bright, pretty, peppy "
smile,"happy, cheeky, grinning constantly dude, having a good time "
smile,"happy, can make someone else smile, having a good day "
smile,"happy, brightens up your day, enjoying someone or something "
smile,"happy, beautiful, sunshine "
smile,"happy, beautiful "
smile,"happy, babies, grin, delight, smirk, braces, portrait teeth, pleasure, cheeks, lips, glad, joy, laugh, friendly, "
smile,"happy, "
smile,happy pretty lively 
smile,happy positive 
smile,happy frown 
smile,happy 
smile,happy 
smile,happy 
smile,happy 
smile,happy 
smile,happy 
smile,happy 
smile,happy 
smile,"happiness, signal of pleasure. "
smile,"happiness, laughing, friends, love "
smile,"happiness, joy, content, pride, respect "
smile,"happiness, facial frowning expression, mouth, showing teeth, uses less muscles than "
smile,"happiness, contentment, friend, "
smile,"happiness, can to hide pain and anguish. relate to laughter, sometimes used as a mask "
smile,happiness 
smile,"happines, little smile kids, braces, crooked teeth, dentist, traveling, lips, operation "
smile,"grin, showing picture, submission in the world of primates of teeth, showing pleasure or happiness in a "
smile,"greeting, facial happiness expression, teeth, teeth whitener, dimples, beauty, gratitude, laugh, "
smile,"gracious, beam, grin, laugh "
smile,"funny, laugh, grades, roller coaster, snow cones, boating, ocean, fishing, malls, horses, good driving, sweet, amazing, comforting. times, friends, family, beach, pictures, boyfriend, good "
smile,frown teeth picture 
smile,frown 
smile,frown 
smile,"facial expression, lips shows happiness, usually involves teeth and curling of "
smile,"facial action, experience upward turn of the lips, indicates a pleasant "
smile,"face, teeth, mouth "
smile,"face, teeth, happy, "
smile,"face, lips, happy,teeth "
smile,"face, frown, sad "
smile,face cheeks dimples muscles 
smile,"excited, happy, a song, facial expression "
smile,"emotion, happy, ecstatic, teeth "
smile,dentist happy sarcastic 
smile,"corners of white teeth lips move up, friendly, happy, sociable, red lips, "
smile,"content, pictures "
smile,"bright, white, half moon. full of teeth, the same shape as a "
smile,"brian wilson, happy, sweet, toothy, cheerful "
smile,"big, pretty, teeth, for pictures, for laughing, happy "
smile,"big, frown, laughter, happy "
smile,"being happy, the sun, dentist, pretty teeth, ugly teeth "
smile,"beauty, white teeth, dimples, happiness "
smile,appealing happy flirting grin beam 
smile,"an exspression of the lips, an emotion someone exspresses when happy, displayed with the lips and eyes, upwards turing "
smile,an expression of someone that is happy 
smile,"an expression formed by the mouth, shows happiness, pleasure "
smile,"an act in happiness, to demonstrate emotions, to show pleasure at something, normally teeth can be used or not attributed to humans, pulling ones lips back "
smile,always wal mart orientation leaders happy joyous delighted 
smile,"affection, warming "
smile,"action, feeling happy, funny, welcoming, teeth, "
smile,"a smile facial muscles to spread your lips and raise the corners is of your mouth. it is generally a sign of pleasure. a some people show their teeth when they smile; others do facial not. expression, created by using your "
smile,"a gesture happy or laughing; in the shape of the letter \""u\"". on a face that shows when someone is "
smile,a feeling of happiness 
smile,"a facial mouth, is indicating pleasure, joy and happiness. expression characterized by an upward carving of the "
smile,"a facial involves the mouth and cheeks grining expression made when one is happy or excited, "
snail,very slow has a shell is slimy is boring lives on land or in the water rarely seen eaten by frogs and french people 
snail,very slow hard shell always carrying its home slimy body salt is its killer don't do much in their life good when cooked right 
snail,the invertabrate 
snail,small slow animal hard shell slimey 
snail,small slimey creature that crawls along the ground leaving a trail of yuck - sometimes made cute in childrens book but not that pleasant in person - for me most often seem in the flower bed 
snail,small shell slimy has tiny eyes gray leaves a trail eats leaves 
snail,small round shell slow leaves sticky material behind eaten in some countries 
snail,small nasty lives in a shell black french delicacy escargot edible not appetizing slimy disgusting 
snail,small bug slimy gray edible garlic. 
snail,slug slime yucky gary the snail 
snail,slow the format lazy sleepy 
snail,slow snail mail animal hard shell and soft body gross slimy leaves a trail can be killed with salt 
snail,slow small creature crawls similar to slug round bug is outside is slimy 
snail,slow slimy they have shells they have long antenna like eyes they can be killed with salt they like moister some countries eat them in their cuisine some are aquatic and some live on land 
snail,slow slimy shell cute escargot gross 
snail,slow slimy shell 
snail,slow slimy has a shell leaves a slimy trail dies with salt a delicacy found on underside of rocks moist areas 
snail,slow slimy has a shell does not like salt 
snail,slow slimy delecacy in europe they have a hard shell usually very earth-tone color 
snail,slow shell slimly 
snail,slow shell 
snail,slow salt makes them melt creepy nasty liquid trail 
snail,slow has a shell small animal 
snail,slow has a shell can be brown is slimy has antennae 
snail,slow has a outer shell slimy lives in wet environments is edible is a brownish color 
snail,slow hard shell pretty colors similar to a slug kill with salt can't fly steady 
snail,slow gross slimy has a shell has attenae doesnt like salt 
snail,slow gross can't live without protection of shell 
snail,slow dies with salt slimy hidden in a shell no visible eyes has long body 
snail,slow boring slimy undesirable 
snail,slow animal slimy shell 
snail,slimy slow shiny shell dirt french food shadows gary gross 
snail,slimy slow shell grey gary ocean 
snail,slimey french has a shell small pest 
snail,similar to slugs except has a shell. known for its very slow pace and slimy exterior. don't like salt. eaten in france. 
snail,shell slimy gross salt 
snail,moves slow has a hard shell once was a slug an insect ugly can be killed with salt 
snail,"mollusk has a shell slow moving used in the expression ""slow as a snail "" lazy person "
snail,lives on the ground slow has a shell old hids in shell when scared leaves goo 
snail,is small has a shell leaves slime 
snail,is small disappears with salt is slow 
snail,is slow is small is a delacacy is slimy lives in a shell 
snail,is slow is edible looks weird used by the greeks to determine when to harvest crops. 
snail,is slow has a shell is slimy 
snail,is an animal is small can be slow can be cooked is escargot in french 
snail,is an animal has a shell is slimy usually grey or green very small lives in gardens killed by salt 
snail,is a slow crustacean creature related to the slug produces an slime like enzyme when it moves. has the reputation as one of the slowest creatures. 
snail,is a bug. its greenish yellow/ grey. it lives in a shell and travels very very slowly. they are very small and dont make noises. they leave a trail of slimey goo behind them when they move. they live outside and sometimes by water and sometimes in forests. 
snail,has shell slimy creature sliding on ground with shell attached to back shell has spiraling shape eyeballs attached to antenna very slow moving grose 
snail,has a shell is slimy leaves a mess has antenna can be eaten lives many places 
snail,going slowly a small animal slimy on the bottom a character on sponge bob has eyes that pop out of their heads 
snail,french food slimy small gross sticky 
snail,bugs 
snail,"bug spineless ""snail mail "" slow mollusca "
snail,animal no legs has a shell on its back can be eaten for food slimy lays eggs 
snail,an animal is very small has a shell sometimes live in water 
snail,an animal has a shell is slimy shrivels up when exposed to salt 
snail,a very slow moving organism killed by salt usually has a shell that it can use as a home 
snail,a very slow moving animal 
snail,a small slimy gastropod that wears its curled-looking shell on its back end. two antennae for the most part and can be killed or harmed with salt. 
snail,a small organism that is composed of a single body of mucus with no extremeties but its protective exoskeleton-like shell. 
snail,a small animal like a slug has a coiled shell lives in the dirt herbivore has two eyes on the end of long extensions on their face gary the snail on spongebob 
snail,a slug inside a shell moves slowly leaves a trail of slime mollusk 
snail,a slow moving slug-like animal whose body is inside a shell. lives in nature on trees or plants and sometimes doesnt move for long periods of time 
snail,a slow insect 
snail,a slow animal has a hard shell slimy and grimy some people eat snails 
snail,a mullusc slimey has a shell very small can live in the water or on land likes moisture 
squirrel,"woodland creatures, to humans, around domesticate settings, can be domesticated into pets, vermin, flying squirrels. pests, generally destroy bird feeders, rodents, accustomed "
squirrel,wild;animal;acorn 
squirrel,"trees, the grove, fluffy, bushy tails, "
squirrel,"tree, nuts, scamper, hunt, tail "
squirrel,"tree, nuts, run, climb, scared "
squirrel,"tree, hunting, fir "
squirrel,"tree, cat animal, wild, scary chasing it, nuts, flying from tree to tree, "
squirrel,"tree rats, fluffy, skiddish, fast, climbers "
squirrel,tree nuts fall shoot 
squirrel,tree nut hole nest acorn tail 
squirrel,tree nut furry quick 
squirrel,tree 
squirrel,tree 
squirrel,too many around campus.. everywhere 
squirrel,"tiny, furry, climbs trees, eats nuts, a rodent, scurries "
squirrel,"spazzy, brown, in the grove "
squirrel,small. brown. mammel. eats nuts. has claws. is chubby. unvacinated. fast. can climb trees. lives in trees. 
squirrel,"small, rat, animal, big tail, nuts "
squirrel,"small, furry, has bushy tail. squirmish, eats nuts, is an animal, climbs trees, "
squirrel,"small, brown, fluffy tail, eats acorns, climbs up and down trees, skittish, is fast an animal, is a mammal, has a "
squirrel,"small type are white, most are grey, fast, climbing chimpunk animal, eats acorns, some are fox, some "
squirrel,"small fuzzy quick moving brown mammal, fluffy tail, eats acorns, climbs trees, "
squirrel,"small animal, lives in trees, make a high pitch chirping noise brown or grey fur, bushy tail, likes nuts, "
squirrel,small animal mammal willy wonka (movie) trees nuts 
squirrel,size 
squirrel,"shifty, likes nuts "
squirrel,"scrat, pangea, nuts, rabies, the grove "
squirrel,"scary, they beady eyed, movies jump out at people, harry, nutts, tree\'s, climbing, "
squirrel,"scary, spastic, tail, fast, acorns, beady eyes, four legs, scavengers running, jumping, climbing, skittish, brown, white tummy, furry "
squirrel,"rodent, tail, feet, gatherer, acorns, climber, trees, the grove, animal "
squirrel,"rodent, nuts, trees, power lines, bushy tail "
squirrel,"rodent, nuts, tree, jumpy, scared, unfriendly "
squirrel,"rodent, lives the ole miss campus, furry, tails in trees, gathers acorns for the winter, populate "
squirrel,"rodent, fast, annoying, rabid "
squirrel,"rodent, carries diseases, good for hunting, eats acorns, very plentiful "
squirrel,"rodent, animal, "
squirrel,rat with fuzzy tail 
squirrel,raccoon 
squirrel,"pest, annoying, invading, nuts, live in trees and holes, chipmunks "
squirrel,"ole miss campus, acorn, bushey tail "
squirrel,"nutts, fast, skinny, nest "
squirrel,"nuts, trees, flying, furry tail, annoying, scary "
squirrel,"nuts, trees, fast, outdoors "
squirrel,"nuts, trees, cheeks, furry, critter, animal, cute, fuzzy "
squirrel,"nuts, trees "
squirrel,"nuts, tree "
squirrel,"nuts, stew, hunting. "
squirrel,"nuts, roadkill, annoying, rodent "
squirrel,"nuts, rat, small, cute, fast, fat, skinny gross, furry, fluffy tail, golf, annoying, brown, ugly, "
squirrel,"nuts, oak trees, ole miss campus "
squirrel,"nuts, nests, trees, fluffy tail, small, rodent "
squirrel,"nuts, live in the grove, hibernate, trees "
squirrel,"nuts, furry, quick, little animal, bird feeder "
squirrel,"nuts, fur "
squirrel,"nuts, fluffy dig, burry nuts, rodent tail, run, climb trees, small, wild animal, peanuts, "
squirrel,"nuts, animal "
squirrel,nuts tail fluff tree 
squirrel,nuts annoying roadkill 
squirrel,nuts 
squirrel,nuts 
squirrel,nuts 
squirrel,nuts 
squirrel,"nut, tree, animal, grey, brown, bushy tail, fur, jumps "
squirrel,nut 
squirrel,nut 
squirrel,"mammal, bush or grey tail, eats nuts, climbs trees, cute, timid, brown "
squirrel,lovely and lively 
squirrel,"lives in trees, very fast, collects nuts "
squirrel,"lives in four legs, climb trees, jump a tree, gray, brown, long hairy tail, acorns, "
squirrel,"little furry creature with a fluffy tail, "
squirrel,little brown cute furry animal. long tail 
squirrel,"is brown, tree, scampers from limb to limb is furry, feeds on nuts, lives in a "
squirrel,"hunting, acorn, trees, power lines "
squirrel,home in and shoot squirrels. texas we usually sit out on the porch 
squirrel,"has hair, tail, has four feet, lives in trees, eats acorns, is has a rodent two eyes, has two ears, has a "
squirrel,"has a climbs trees tail, is brown, eats nuts, is a mammal, "
squirrel,"happy, brown, trees "
squirrel,"hairy, the ones on college campuses attack people, acorns "
squirrel,"grove, cute, nuts "
squirrel,"fuzzy, eats nuts, rodent, nuisance, everywhere. "
squirrel,"fuzzy, annoying, fast, dodgey "
squirrel,"fuzzy tail, nuts, lives in trees, scampers, agile, quick, carefree "
squirrel,"fuzzy tail hunted, live in trees, scared of humans, good climbers, cute with rodent like body, eats nuts, is sometimes "
squirrel,"fuzzy animal, tree, scary "
squirrel,"furry, quick, rodent "
squirrel,"furry, powerline walking, bushy tail, acorns, jowls "
squirrel,"furry, nuts, rats, golf, brown, cute, small, fast "
squirrel,"furry, lively, mammal, eats acorns "
squirrel,"furry, inquisitive, nuts, worms, burrowing, hiding, chipmunk, jumps from tree limb to long limb, runs, carries diseases, eats acorns tail, whiskers, brown fur, 4 legs, claws, "
squirrel,"furry, fast, up trees, eats nuts brown, big tail, animal, lives outside, usually crawling "
squirrel,"furry, cute, active "
squirrel,"furry, acorns, climbing trees, playing tag "
squirrel,"furry tail, big eyes, gathers nuts, twitchy, cooking meat, rodent "
squirrel,"funny, jumpy, small, fuzzy tails, tails are like umbrellas (a childrens story). climbing trees, acorns, chasing eachother, my grandfather, sqeaky, "
squirrel,"found in trees, furry, annoying, chatters, rodent, hunted for food the woods, eats nuts and seeds, lives in "
squirrel,"forest, trees, bark, pine cones, holes acorns, animals, teeth, fast running, bushy tails, tree "
squirrel,"fast,swift,quick,small,brown,bushy tail, "
squirrel,"fast, road kill, eats nuts, bushy tail "
squirrel,"fast, quick, tail, acorn "
squirrel,"eats nuts, frantic, an animal, gray, furry tail "
squirrel,"eats acorns, has a tail, can crawl, live in trees "
squirrel,"dog, rodent, furry, big eyes, fast, small, shrubbery, woods trees, bushy tailed, flying, chipmunk, alvin, nuts, squeak, "
squirrel,"cute,furry,nuts "
squirrel,"cute, nuts, the grove, wild, "
squirrel,cute vicious nuts 
squirrel,cute furry 
squirrel,"crazy, hides them, skittish, rodent, large teeth and tails, tons around campus, nuts, furry, small, shades of brown or red gets hit by cars, some people eat "
squirrel,chipmunk 
squirrel,"can run, jump from trees, little, gray, fuzzy tail "
squirrel,"bushy tail, sound eats nuts, lives in trees, makes a barking "
squirrel,"brown,woods,trees,acorn,teeth "
squirrel,"brown, spastic, trees, nuts, tails "
squirrel,"brown, nature, trees, acorns "
squirrel,"brown, furry, trees, acorns, fuzzy tails, small, quick "
squirrel,"brown, furry, quick, acorns, pecans, tress, teeth "
squirrel,"brown, bushy park tail, runs quickly, runs along powerlines, in every "
squirrel,"brown, animal, lives in woods, small, wide tail "
squirrel,"brown, animal, big tail, acorns, furry, teeth "
squirrel,brown furry small quick nimble darts nuts 
squirrel,bethany 
squirrel,"aquire, amass, by up, cache, collect, deposit, garner, gather, collect "
squirrel,"annoying, ground walking, jittery, furry woodland creature "
squirrel,"annoying, gross, gets hit by cars, useless "
squirrel,animal; nuts; trees; berries; corn; bushy tails 
squirrel,"animal,small,quick,furry "
squirrel,"animal,nuts, nature, tree, branch, wild, fur, acorns "
squirrel,"animal,furry,cute,small "
squirrel,"animal, wild, funny, furry, "
squirrel,"animal, wild, fast, ugly, nuts, brown, tail, "
squirrel,"animal, tree, nut, tail, "
squirrel,"animal, tree, fast "
squirrel,"animal, small, rodent "
squirrel,"animal, small "
squirrel,"animal, rodent, tree, nature, nut, fluffy "
squirrel,"animal, rodent, high, trees, playful. acorns, run very fast, have ability to jump "
squirrel,"animal, rodent, harvester "
squirrel,"animal, nuts, trees, rodents, furry, "
squirrel,"animal, nuts, trees, outside, brown, rodent, bushy tail, "
squirrel,"animal, lives runs fast, climbs trees, hunted by people in trees, furry, eats nuts, brown, gray, black, "
squirrel,"animal, lives in trees, eats nuts, hunted "
squirrel,"animal, furry, quick "
squirrel,"animal, furry, lives in trees and eats nuts "
squirrel,"animal, furry, crazy, tiny "
squirrel,"animal, furry, bushy tail "
squirrel,"animal, eats nuts, live in trees, hunting, long tail, "
squirrel,"animal, eats nuts, furry, has a curly tail "
squirrel,"animal, eats nuts, fast, get hit on the road "
squirrel,"animal, bushy harmless tail, leap, acorn, tree, chirp noise, innocent and "
squirrel,"animal, brown, small, cute, eats nuts, fast, fluffy tail "
squirrel,"animal, acorn, tree "
squirrel,"animal, acorn, tree "
squirrel,animal that are a lot of squirrels in the world. they are eats gray and have long sharp teeth. they love to climb nuts trees and eat scraps from people. they are very small and and make funny noises. has a bushy tail. there 
squirrel,animal nuts grove 
squirrel,animal nut eater small 
squirrel,animal nut eater small 
squirrel,animal little 
squirrel,animal gray 
squirrel,animal fur teeth 
squirrel,animal 
squirrel,animal 
squirrel,"an animal, usually grey or brown, store nuts for winter eats acorns, makes nests, climbs trees, have fur, "
squirrel,"an animal, the woods, trees, eats nuts "
squirrel,"an animal, little, has hair, climbs up trees "
squirrel,"an animal, furry tail, eats nuts, climbs trees, very small "
squirrel,"an animal, creature, in trees furry, brown, furry tail, collects nuts, wild, small "
squirrel,"an animal, a kind of rodent living in a wild. "
squirrel,"an animal, a furry rodent, climbs in trees, collects nuts "
squirrel,"acrons,nuts, trees "
squirrel,"acorns, furry tail, raibes "
squirrel,"acorn, tree, animal, furry "
squirrel,"acorn, fast "
squirrel,"acorn, cute, spastic, fuzzy, mammal, nest, trees "
squirrel,a squirrel trees. squirrels are most prevelent in the americas. they generally is eat nuts but they do take food from the human a population. there are many squirrels around ole miss. rodent that lives outside in the 
squirrel,a rodent 
stay,withhold keep back stop 
stay,when you are told to not move or go somewhere else when you remain behind 
stay,visiting somewhere like a 4 night stay in florida etc. 
stay,unmoving stationary obedience inanimate 
stay,to remain in one place not moving sitting still a trick people can teach to animals is something parents tell their children is used as a command 
stay,to remain in a place 
stay,to occupy a certain place for a period of time.  'would you like to stay another day?' 'i don't want to over-welcome my stay.'  
stay,to not move remain where you are 
stay,to not move non-action stationary when something is not in motion 
stay,to not move 
stay,to not leave to sit 
stay,to not leave somewhere stay stationary 
stay,to not go anywhere to not move a command for a dog a place where someone lives 
stay,there one place 
stay,the stand still a command for a dog to not leave to sleep over somewhere 
stay,the action of not moving. 
stay,steady occupied content 
stay,stay means dont go anywhere it can be a physical thing but also a emotional thing. physical it can mean stay in seat but emotional thing means stay in a emotional state of mind they you cant stop feeling the way you do. 
stay,stay is almost a command or even an adjective because it is an action. it's like being stilll somewhere. 
stay,stationay 
stay,stationary command to a pet command in general request 
stay,sit not go anywhere not leaving rest homework grounded 
stay,sit go 
stay,sit 
stay,remain unmoving 
stay,remain in place; to not go; 
stay,remain in place to spend the night to keep put telling a dog to stay a command 
stay,remain in a place or state not moving around being still 
stay,remain in a certain place 
stay,put not to leave dog 
stay,opposite of go not leaving same place describes a place you are and not leaving. 
stay,not to move 
stay,not moving stable stationary 
stay,not moving not leaving remaining the same not changing 
stay,not moving command for a dog sometimes requires effort difficult for some people 
stay,not leaving command not moving from position decision staying the night 
stay,not leaving 
stay,not leaving 
stay,not going in one place staying put. 
stay,no movement content command in place 
stay,leave overnight not move to remain in place command to a dog 
stay,is to spend time at a place not leaving 
stay,is to remain in place is to continue 
stay,is to not move 
stay,is being in the same place is not moving from certain place. 
stay,is a visit can be applied to any trip hard to describe as a noun easily though of as a verb can be pleasant or bad usually asked about by hotel workers 
stay,indoors animals being told to stay people stay easy to do sometimes waiting 
stay,hotel welcome sleep home comfortable 
stay,eat with family delicious can be an event can be catered fufills your hunger  
stay,dont move non-progressive dogs learn to stay if you train them treat. 
stay,don't move still silent freeze motionless 
stay,do not leave remain in the same place. 
stay,command break stop vacation pause to stand still not in movement brace support sit tight 
stay,command at home not leaving unmoveable 
stay,comfort sugarland sit dont leave 
stay,an extended period of time spent in one place or condition visit usually at least overnight 
stay,an action not to go away to obey a command 
stay,an action a device remaining in a place device used to hold something in place not moving around  
stay,a place to reside while on vacation or business. it is also a command you would give when wanting someone or something to remain in one place. 
stay,a command that is told to a fish 
stone,wall  bridge  rocks  king arthur 
stone,to throw rocks at someone  a rock 
stone,to throw  rock  in older days to kill  medusa looks at you  
stone,stick 
stone,solid  object  throw  stack  study  build  damage  protect 
stone,smooth  gray  big 
stone,rolling  grey 
stone,rocks. throw rocks to kill someone. 
stone,rocks  throwing  pebbles  skipping rocks  water  ripples 
stone,rock hard marble house countertop castle 
stone,rock  used to build 
stone,rock  pebble  hard  band  music  throw 
stone,rock  outside 
stone,rock  marble  tile  natural  tumbled  rough  hard 
stone,rock  marble  hard  heavy  solid 
stone,rock  lottery  rolling  moss 
stone,rock  large  thrown  used to build 
stone,rock  large  smooth  is outside 
stone,rock  its hard  to throw rocks at until death 
stone,rock  hard  rough  smooth 
stone,rock  hard  rough  gray  large 
stone,rock  hard  rough  
stone,rock  hard  heavy  gray  drugs 
stone,rock  grey  hard  outside 
stone,rock  granite  marble  flooring 
stone,rock  granite  counter tops  building 
stone,rock  granite  caves 
stone,rock  gem 
stone,rock  drugs  headstone 
